city,city_ascii,state_id,state_name,timezone
New Morgan,New Morgan,PA,Pennsylvania,America/New_York
Haynes,Haynes,AR,Arkansas,America/Chicago
Chloride,Chloride,AZ,Arizona,America/Phoenix
Detroit,Detroit,KS,Kansas,America/Chicago
Ackworth,Ackworth,IA,Iowa,America/Chicago
Weatherby,Weatherby,MO,Missouri,America/Chicago
Homewood,Homewood,PA,Pennsylvania,America/New_York
Bippus,Bippus,IN,Indiana,America/Indiana/Indianapolis
West Danby,West Danby,NY,New York,America/New_York
Newark,Newark,MO,Missouri,America/Chicago
Yucca,Yucca,AZ,Arizona,America/Phoenix
Oldham,Oldham,SD,South Dakota,America/Chicago
Evansville,Evansville,AR,Arkansas,America/Chicago
Ebro,Ebro,MN,Minnesota,America/Chicago
Peoria,Peoria,CO,Colorado,America/Denver
Latham,Latham,MO,Missouri,America/Chicago
Old Elm Spring Colony,Old Elm Spring Colony,SD,South Dakota,America/Chicago
Venturia,Venturia,ND,North Dakota,America/Chicago
Centerville,Centerville,WA,Washington,America/Los_Angeles
Oasis,Oasis,NM,New Mexico,America/Denver
Arroyo Hondo,Arroyo Hondo,NM,New Mexico,America/Denver
Caledonia,Caledonia,ND,North Dakota,America/Chicago
Donnybrook,Donnybrook,ND,North Dakota,America/Chicago
Finley,Finley,OK,Oklahoma,America/Chicago
Tindall,Tindall,MO,Missouri,America/Chicago
Deering,Deering,MO,Missouri,America/Chicago
Osco,Osco,IL,Illinois,America/Chicago
Stockholm,Stockholm,SD,South Dakota,America/Chicago
Beaver Valley,Beaver Valley,AZ,Arizona,America/Phoenix
Dora,Dora,AR,Arkansas,America/Chicago
Stockholm,Stockholm,WI,Wisconsin,America/Chicago
Ionia,Ionia,MO,Missouri,America/Chicago
Holloway,Holloway,MN,Minnesota,America/Chicago
Sheffield,Sheffield,TX,Texas,America/Chicago
Neville,Neville,OH,Ohio,America/New_York
Sun Valley,Sun Valley,AZ,Arizona,America/Phoenix
Annada,Annada,MO,Missouri,America/Chicago
Whitewater,Whitewater,IN,Indiana,America/Indiana/Indianapolis
Leando,Leando,IA,Iowa,America/Chicago
Wellfleet,Wellfleet,NE,Nebraska,America/Chicago
Woody,Woody,CA,California,America/Los_Angeles
Brian Head,Brian Head,UT,Utah,America/Denver
Osaka,Osaka,VA,Virginia,America/New_York
Hollygrove,Hollygrove,WV,West Virginia,America/New_York
Darfur,Darfur,MN,Minnesota,America/Chicago
Monterey Park Tract,Monterey Park Tract,CA,California,America/Los_Angeles
McKay,McKay,OR,Oregon,America/Los_Angeles
Powhattan,Powhattan,KS,Kansas,America/Chicago
Oatman,Oatman,AZ,Arizona,America/Phoenix
Spring Hill,Spring Hill,IN,Indiana,America/Indiana/Indianapolis
Illinois City,Illinois City,IL,Illinois,America/Chicago
McNab,McNab,AR,Arkansas,America/Chicago
Flemington,Flemington,MO,Missouri,America/Chicago
Greenview,Greenview,CA,California,America/Los_Angeles
Devon,Devon,KS,Kansas,America/Chicago
Steinauer,Steinauer,NE,Nebraska,America/Chicago
Tuttle,Tuttle,CA,California,America/Los_Angeles
Port Heiden,Port Heiden,AK,Alaska,America/Anchorage
Union Hill,Union Hill,IL,Illinois,America/Chicago
Danbury,Danbury,WI,Wisconsin,America/Chicago
South Naknek,South Naknek,AK,Alaska,America/Anchorage
Venice,Venice,NE,Nebraska,America/Chicago
Exline,Exline,IA,Iowa,America/Chicago
Tucker,Tucker,AR,Arkansas,America/Chicago
Neylandville,Neylandville,TX,Texas,America/Chicago
Herrick,Herrick,SD,South Dakota,America/Chicago
Yeager,Yeager,OK,Oklahoma,America/Chicago
Wolf Lake,Wolf Lake,MN,Minnesota,America/Chicago
Littlejohn Island,Littlejohn Island,ME,Maine,America/New_York
Sperry,Sperry,IA,Iowa,America/Chicago
Levering,Levering,MI,Michigan,America/Detroit
Country Life Acres,Country Life Acres,MO,Missouri,America/Chicago
Adak,Adak,AK,Alaska,America/Adak
Maverick Mountain,Maverick Mountain,MT,Montana,America/Denver
Williams Canyon,Williams Canyon,CA,California,America/Los_Angeles
St. Joseph,St. Joseph,IA,Iowa,America/Chicago
Furnace Creek,Furnace Creek,CA,California,America/Los_Angeles
Ortley,Ortley,SD,South Dakota,America/Chicago
Clappertown,Clappertown,PA,Pennsylvania,America/New_York
Nodaway,Nodaway,IA,Iowa,America/Chicago
Windom,Windom,TX,Texas,America/Chicago
Vale,Vale,SD,South Dakota,America/Denver
Ponca,Ponca,AR,Arkansas,America/Chicago
Blakeslee,Blakeslee,OH,Ohio,America/New_York
Mount Hebron,Mount Hebron,CA,California,America/Los_Angeles
Running Water,Running Water,SD,South Dakota,America/Chicago
Loma,Loma,MT,Montana,America/Denver
Georgetown,Georgetown,MN,Minnesota,America/Chicago
Brumley,Brumley,MO,Missouri,America/Chicago
Woodlawn Heights,Woodlawn Heights,IN,Indiana,America/Indiana/Indianapolis
Paradise,Paradise,MO,Missouri,America/Chicago
Hiwassee,Hiwassee,VA,Virginia,America/New_York
Elgin,Elgin,KS,Kansas,America/Chicago
Belle Prairie City,Belle Prairie City,IL,Illinois,America/Chicago
Kenneth,Kenneth,MN,Minnesota,America/Chicago
Houghton,Houghton,IA,Iowa,America/Chicago
Northwest Stanwood,Northwest Stanwood,WA,Washington,America/Los_Angeles
Fishers Island,Fishers Island,NY,New York,America/New_York
Luna,Luna,NM,New Mexico,America/Denver
Loco Hills,Loco Hills,NM,New Mexico,America/Denver
Optima,Optima,OK,Oklahoma,America/Chicago
Dawson,Dawson,ND,North Dakota,America/Chicago
Lorton,Lorton,NE,Nebraska,America/Chicago
Tilleda,Tilleda,WI,Wisconsin,America/Chicago
Harrold,Harrold,SD,South Dakota,America/Chicago
Bickleton,Bickleton,WA,Washington,America/Los_Angeles
Shamrock Colony,Shamrock Colony,SD,South Dakota,America/Chicago
Johnsonville,Johnsonville,IL,Illinois,America/Chicago
Waller,Waller,PA,Pennsylvania,America/New_York
Lake Gogebic,Lake Gogebic,MI,Michigan,America/Detroit
Sciota,Sciota,IL,Illinois,America/Chicago
Beltrami,Beltrami,MN,Minnesota,America/Chicago
Olds,Olds,IA,Iowa,America/Chicago
Eagle Harbor,Eagle Harbor,MD,Maryland,America/New_York
Wheaton,Wheaton,KS,Kansas,America/Chicago
Balltown,Balltown,IA,Iowa,America/Chicago
Learned,Learned,MS,Mississippi,America/Chicago
Deersville,Deersville,OH,Ohio,America/New_York
Sun River,Sun River,MT,Montana,America/Denver
Milton Mills,Milton Mills,NH,New Hampshire,America/New_York
Antelope Hills,Antelope Hills,WY,Wyoming,America/Denver
Amity,Amity,MO,Missouri,America/Chicago
Bath Corner,Bath Corner,SD,South Dakota,America/Chicago
Bache,Bache,OK,Oklahoma,America/Chicago
Miami,Miami,MO,Missouri,America/Chicago
Pataha,Pataha,WA,Washington,America/Los_Angeles
Castine,Castine,OH,Ohio,America/New_York
Tennant,Tennant,CA,California,America/Los_Angeles
Laporte,Laporte,MN,Minnesota,America/Chicago
Big Flat,Big Flat,AR,Arkansas,America/Chicago
Williford,Williford,AR,Arkansas,America/Chicago
Butterfield,Butterfield,TX,Texas,America/Denver
Rush Hill,Rush Hill,MO,Missouri,America/Chicago
Dover Hill,Dover Hill,IN,Indiana,America/Indiana/Vincennes
Martinsburg,Martinsburg,NE,Nebraska,America/Chicago
Kremlin,Kremlin,MT,Montana,America/Denver
Graysville,Graysville,OH,Ohio,America/New_York
Bruceton Mills,Bruceton Mills,WV,West Virginia,America/New_York
Redfield,Redfield,KS,Kansas,America/Chicago
Alderpoint,Alderpoint,CA,California,America/Los_Angeles
Galloway,Galloway,WV,West Virginia,America/New_York
Barrelville,Barrelville,MD,Maryland,America/New_York
Fidelity,Fidelity,IL,Illinois,America/Chicago
Snowslip,Snowslip,MT,Montana,America/Denver
Redford,Redford,TX,Texas,America/Ojinaga
Sycamore,Sycamore,OK,Oklahoma,America/Chicago
Miller's Cove,Miller's Cove,TX,Texas,America/Chicago
Green Sea,Green Sea,SC,South Carolina,America/New_York
Silver Springs,Silver Springs,AK,Alaska,America/Anchorage
Brenton,Brenton,WV,West Virginia,America/New_York
Fellows,Fellows,CA,California,America/Los_Angeles
Mount Bullion,Mount Bullion,CA,California,America/Los_Angeles
Crayne,Crayne,KY,Kentucky,America/Chicago
Mapletown,Mapletown,PA,Pennsylvania,America/New_York
Tensed,Tensed,ID,Idaho,America/Los_Angeles
Kent,Kent,MN,Minnesota,America/Chicago
Morse Bluff,Morse Bluff,NE,Nebraska,America/Chicago
Wasta,Wasta,SD,South Dakota,America/Denver
Verdi,Verdi,CA,California,America/Los_Angeles
Avilla,Avilla,MO,Missouri,America/Chicago
West Cornwall,West Cornwall,CT,Connecticut,America/New_York
Middle Frisco,Middle Frisco,NM,New Mexico,America/Denver
St. George,St. George,AK,Alaska,America/Nome
Gaylord,Gaylord,KS,Kansas,America/Chicago
Danbury,Danbury,NE,Nebraska,America/Chicago
North River,North River,ND,North Dakota,America/Chicago
Swink,Swink,OK,Oklahoma,America/Chicago
Liverpool,Liverpool,IL,Illinois,America/Chicago
Napeague,Napeague,NY,New York,America/New_York
Portis,Portis,KS,Kansas,America/Chicago
Lowndesboro,Lowndesboro,AL,Alabama,America/Chicago
Huron,Huron,KS,Kansas,America/Chicago
Logan,Logan,ND,North Dakota,America/Chicago
Marysville,Marysville,IA,Iowa,America/Chicago
Tuttle,Tuttle,ND,North Dakota,America/Chicago
Wooster,Wooster,IN,Indiana,America/Indiana/Indianapolis
Drowning Creek,Drowning Creek,OK,Oklahoma,America/Chicago
Gray,Gray,IA,Iowa,America/Chicago
Stafford,Stafford,OH,Ohio,America/New_York
Iliamna,Iliamna,AK,Alaska,America/Anchorage
Connelsville,Connelsville,MO,Missouri,America/Chicago
Wheatland,Wheatland,ND,North Dakota,America/Chicago
Littlefield,Littlefield,AZ,Arizona,America/Phoenix
Sweet Grass,Sweet Grass,MT,Montana,America/Denver
Olowalu,Olowalu,HI,Hawaii,Pacific/Honolulu
Rapelje,Rapelje,MT,Montana,America/Denver
Cow Creek,Cow Creek,SD,South Dakota,America/Chicago
Oak Beach,Oak Beach,NY,New York,America/New_York
Saronville,Saronville,NE,Nebraska,America/Chicago
Jenkinsville,Jenkinsville,SC,South Carolina,America/New_York
Manchester,Manchester,KS,Kansas,America/Chicago
Stanley,Stanley,IA,Iowa,America/Chicago
Chinese Camp,Chinese Camp,CA,California,America/Los_Angeles
White Water,White Water,OK,Oklahoma,America/Chicago
Board Camp,Board Camp,AR,Arkansas,America/Chicago
Collyer,Collyer,KS,Kansas,America/Chicago
Winslow,Winslow,NE,Nebraska,America/Chicago
Panola,Panola,AL,Alabama,America/Chicago
Tar Heel,Tar Heel,NC,North Carolina,America/New_York
Mulberry,Mulberry,OK,Oklahoma,America/Chicago
Big Creek,Big Creek,CA,California,America/Los_Angeles
Valentine,Valentine,TX,Texas,America/Chicago
Cambridge,Cambridge,KS,Kansas,America/Chicago
Purdin,Purdin,MO,Missouri,America/Chicago
South Lead Hill,South Lead Hill,AR,Arkansas,America/Chicago
Rio en Medio,Rio en Medio,NM,New Mexico,America/Denver
Centrahoma,Centrahoma,OK,Oklahoma,America/Chicago
Orchard,Orchard,IA,Iowa,America/Chicago
Myers Flat,Myers Flat,CA,California,America/Los_Angeles
Vernon,Vernon,IL,Illinois,America/Chicago
Millgrove,Millgrove,IN,Indiana,America/Indiana/Indianapolis
Mount Carbon,Mount Carbon,PA,Pennsylvania,America/New_York
Turner,Turner,MT,Montana,America/Denver
Woodworth,Woodworth,ND,North Dakota,America/Chicago
Nottoway Court House,Nottoway Court House,VA,Virginia,America/New_York
Orviston,Orviston,PA,Pennsylvania,America/New_York
Perkins,Perkins,GA,Georgia,America/New_York
Ramirez-Perez,Ramirez-Perez,TX,Texas,America/Chicago
West Union,West Union,MN,Minnesota,America/Chicago
Meckling,Meckling,SD,South Dakota,America/Chicago
Headrick,Headrick,OK,Oklahoma,America/Chicago
Botines,Botines,TX,Texas,America/Chicago
Hamburg,Hamburg,IL,Illinois,America/Chicago
Reubens,Reubens,ID,Idaho,America/Los_Angeles
Farson,Farson,WY,Wyoming,America/Denver
St. Mary's,St. Mary's,CO,Colorado,America/Denver
Kaltag,Kaltag,AK,Alaska,America/Anchorage
Sycamore,Sycamore,SC,South Carolina,America/New_York
Honey Hill,Honey Hill,OK,Oklahoma,America/Chicago
Tustin,Tustin,WI,Wisconsin,America/Chicago
Glen Lyn,Glen Lyn,VA,Virginia,America/New_York
Shade Gap,Shade Gap,PA,Pennsylvania,America/New_York
Little Orleans,Little Orleans,MD,Maryland,America/New_York
Fort Ripley,Fort Ripley,MN,Minnesota,America/Chicago
Antelope,Antelope,OR,Oregon,America/Los_Angeles
Gibson,Gibson,IA,Iowa,America/Chicago
South Londonderry,South Londonderry,VT,Vermont,America/New_York
Butte,Butte,ND,North Dakota,America/Chicago
Deering,Deering,ND,North Dakota,America/Chicago
Geronimo Estates,Geronimo Estates,AZ,Arizona,America/Phoenix
Sumner,Sumner,MO,Missouri,America/Chicago
Tancred,Tancred,CA,California,America/Los_Angeles
Masonville,Masonville,IA,Iowa,America/Chicago
Soldier,Soldier,KS,Kansas,America/Chicago
Sunset Colony,Sunset Colony,SD,South Dakota,America/Chicago
Fleming,Fleming,MO,Missouri,America/Chicago
Oto,Oto,IA,Iowa,America/Chicago
Winnetoon,Winnetoon,NE,Nebraska,America/Chicago
Utica,Utica,SD,South Dakota,America/Chicago
Ravanna,Ravanna,MO,Missouri,America/Chicago
Vining,Vining,IA,Iowa,America/Chicago
Glen Haven,Glen Haven,WI,Wisconsin,America/Chicago
Locust Grove,Locust Grove,VA,Virginia,America/New_York
Milford,Milford,IN,Indiana,America/Indiana/Indianapolis
Yorkshire,Yorkshire,OH,Ohio,America/New_York
Columbus,Columbus,ND,North Dakota,America/Chicago
Big Bend,Big Bend,CA,California,America/Los_Angeles
Willard,Willard,KS,Kansas,America/Chicago
McKittrick,McKittrick,CA,California,America/Los_Angeles
Bethany,Bethany,IN,Indiana,America/Indiana/Indianapolis
Ada,Ada,KS,Kansas,America/Chicago
Muddy,Muddy,IL,Illinois,America/Chicago
Datto,Datto,AR,Arkansas,America/Chicago
Parkdale,Parkdale,AR,Arkansas,America/Chicago
Reservoir,Reservoir,PA,Pennsylvania,America/New_York
Ronneby,Ronneby,MN,Minnesota,America/Chicago
Americus,Americus,IN,Indiana,America/Indiana/Indianapolis
Eagle Rock,Eagle Rock,VA,Virginia,America/New_York
West Middletown,West Middletown,PA,Pennsylvania,America/New_York
Rockport,Rockport,IL,Illinois,America/Chicago
Newburg,Newburg,ND,North Dakota,America/Chicago
Panorama Heights,Panorama Heights,CA,California,America/Los_Angeles
Mound,Mound,LA,Louisiana,America/Chicago
South Fork,South Fork,MO,Missouri,America/Chicago
Graysville,Graysville,IN,Indiana,America/Indiana/Indianapolis
Miller Colony,Miller Colony,MT,Montana,America/Denver
Bogota,Bogota,TN,Tennessee,America/Chicago
Richards,Richards,TX,Texas,America/Chicago
Beecher Falls,Beecher Falls,VT,Vermont,America/New_York
North Harlem Colony,North Harlem Colony,MT,Montana,America/Denver
Saxon,Saxon,WI,Wisconsin,America/Chicago
McGrew,McGrew,NE,Nebraska,America/Denver
Sportsmans Park,Sportsmans Park,OR,Oregon,America/Los_Angeles
Everett,Everett,GA,Georgia,America/New_York
Southern Ute,Southern Ute,CO,Colorado,America/Denver
Cottonwood,Cottonwood,SD,South Dakota,America/Denver
Wallace,Wallace,SD,South Dakota,America/Chicago
Rozel,Rozel,KS,Kansas,America/Chicago
Scarville,Scarville,IA,Iowa,America/Chicago
McHenry,McHenry,ND,North Dakota,America/Chicago
Franklin,Franklin,MO,Missouri,America/Chicago
Millwood,Millwood,GA,Georgia,America/New_York
Grantsburg,Grantsburg,IN,Indiana,America/Indiana/Marengo
Hollis,Hollis,AK,Alaska,America/Sitka
Coleharbor,Coleharbor,ND,North Dakota,America/Chicago
Mercer,Mercer,ND,North Dakota,America/Chicago
Macon,Macon,NC,North Carolina,America/New_York
Glen Wilton,Glen Wilton,VA,Virginia,America/New_York
Rockport Colony,Rockport Colony,MT,Montana,America/Denver
Smiths Ferry,Smiths Ferry,ID,Idaho,America/Boise
Clinton,Clinton,NE,Nebraska,America/Denver
Drysdale,Drysdale,AZ,Arizona,America/Phoenix
Arco,Arco,MN,Minnesota,America/Chicago
Bridger,Bridger,SD,South Dakota,America/Denver
Dickey,Dickey,ND,North Dakota,America/Chicago
Fruitdale,Fruitdale,AL,Alabama,America/Chicago
Lehr,Lehr,ND,North Dakota,America/Chicago
Big Sky Colony,Big Sky Colony,MT,Montana,America/Denver
Bellfountain,Bellfountain,OR,Oregon,America/Los_Angeles
Yale,Yale,IL,Illinois,America/Chicago
Bushnell,Bushnell,SD,South Dakota,America/Chicago
Geyser,Geyser,MT,Montana,America/Denver
Naukati Bay,Naukati Bay,AK,Alaska,America/Sitka
Arthur,Arthur,NE,Nebraska,America/Denver
Batesville,Batesville,OH,Ohio,America/New_York
Leon,Leon,OK,Oklahoma,America/Chicago
Curryville,Curryville,PA,Pennsylvania,America/New_York
Oasis,Oasis,UT,Utah,America/Denver
Sussex,Sussex,VA,Virginia,America/New_York
Schenley,Schenley,PA,Pennsylvania,America/New_York
Bridgeville,Bridgeville,NY,New York,America/New_York
Carrier,Carrier,OK,Oklahoma,America/Chicago
Stuttgart,Stuttgart,KS,Kansas,America/Chicago
Craigville,Craigville,IN,Indiana,America/Indiana/Indianapolis
Gunn City,Gunn City,MO,Missouri,America/Chicago
Keystone,Keystone,IN,Indiana,America/Indiana/Indianapolis
White Lake,White Lake,NY,New York,America/New_York
Kirvin,Kirvin,TX,Texas,America/Chicago
Vredenburgh,Vredenburgh,AL,Alabama,America/Chicago
Broseley,Broseley,MO,Missouri,America/Chicago
Fullerton,Fullerton,ND,North Dakota,America/Chicago
Cass,Cass,IN,Indiana,America/Indiana/Indianapolis
Ethel,Ethel,MO,Missouri,America/Chicago
New Weston,New Weston,OH,Ohio,America/New_York
Blairstown,Blairstown,MO,Missouri,America/Chicago
Whitesville,Whitesville,VA,Virginia,America/New_York
Crown Point,Crown Point,AK,Alaska,America/Anchorage
Sherman,Sherman,SD,South Dakota,America/Chicago
Aragon,Aragon,NM,New Mexico,America/Denver
Athol,Athol,KS,Kansas,America/Chicago
St. Paul,St. Paul,IA,Iowa,America/Chicago
Litchfield,Litchfield,CA,California,America/Los_Angeles
Foster,Foster,MO,Missouri,America/Chicago
Maeystown,Maeystown,IL,Illinois,America/Chicago
Harbine,Harbine,NE,Nebraska,America/Chicago
Fedora,Fedora,SD,South Dakota,America/Chicago
Pettibone,Pettibone,ND,North Dakota,America/Chicago
Antimony,Antimony,UT,Utah,America/Denver
Aldrich,Aldrich,MO,Missouri,America/Chicago
Webster,Webster,PA,Pennsylvania,America/New_York
Taos Ski Valley,Taos Ski Valley,NM,New Mexico,America/Denver
Arrow Rock,Arrow Rock,MO,Missouri,America/Chicago
Kramer,Kramer,IN,Indiana,America/Indiana/Indianapolis
Thendara,Thendara,NY,New York,America/New_York
Emet,Emet,OK,Oklahoma,America/Chicago
Whitewater,Whitewater,MO,Missouri,America/Chicago
Eccles,Eccles,WV,West Virginia,America/New_York
Dorchester,Dorchester,TX,Texas,America/Chicago
Hardy,Hardy,MT,Montana,America/Denver
Nemaha,Nemaha,NE,Nebraska,America/Chicago
Swedona,Swedona,IL,Illinois,America/Chicago
Speed,Speed,NC,North Carolina,America/New_York
Knights Ferry,Knights Ferry,CA,California,America/Los_Angeles
Homestown,Homestown,MO,Missouri,America/Chicago
Eddyville,Eddyville,IL,Illinois,America/Chicago
Pierpont,Pierpont,MO,Missouri,America/Chicago
National,National,MD,Maryland,America/New_York
Austin,Austin,NV,Nevada,America/Los_Angeles
Combs,Combs,KY,Kentucky,America/New_York
Charles City,Charles City,VA,Virginia,America/New_York
Kildare,Kildare,OK,Oklahoma,America/Chicago
Revere,Revere,MN,Minnesota,America/Chicago
Pearl,Pearl,IL,Illinois,America/Chicago
Mobeetie,Mobeetie,TX,Texas,America/Chicago
Las Nutrias,Las Nutrias,NM,New Mexico,America/Denver
Paynesville,Paynesville,MO,Missouri,America/Chicago
Tunnelton,Tunnelton,IN,Indiana,America/Indiana/Indianapolis
Kerrick,Kerrick,MN,Minnesota,America/Chicago
Hall,Hall,MT,Montana,America/Denver
South Gorin,South Gorin,MO,Missouri,America/Chicago
Coyote,Coyote,NM,New Mexico,America/Denver
Rives,Rives,MO,Missouri,America/Chicago
Commerce,Commerce,MO,Missouri,America/Chicago
Kickapoo Site 7,Kickapoo Site 7,KS,Kansas,America/Chicago
Crystal Downs Country Club,Crystal Downs Country Club,MI,Michigan,America/Detroit
Lebanon Church,Lebanon Church,VA,Virginia,America/New_York
Heeney,Heeney,CO,Colorado,America/Denver
Stark,Stark,KS,Kansas,America/Chicago
Fontanet,Fontanet,IN,Indiana,America/Indiana/Indianapolis
Octa,Octa,OH,Ohio,America/New_York
Gate,Gate,OK,Oklahoma,America/Chicago
Levant,Levant,KS,Kansas,America/Chicago
Roseland,Roseland,KS,Kansas,America/Chicago
Hendrix,Hendrix,OK,Oklahoma,America/Chicago
Novelty,Novelty,MO,Missouri,America/Chicago
Glenfield,Glenfield,ND,North Dakota,America/Chicago
Oak Ridge,Oak Ridge,LA,Louisiana,America/Chicago
Linwood,Linwood,NY,New York,America/New_York
Paris,Paris,VA,Virginia,America/New_York
Crescent Mills,Crescent Mills,CA,California,America/Los_Angeles
Kirwin,Kirwin,KS,Kansas,America/Chicago
Templeville,Templeville,MD,Maryland,America/New_York
Waldenburg,Waldenburg,AR,Arkansas,America/Chicago
Brant Lake,Brant Lake,SD,South Dakota,America/Chicago
Bingham,Bingham,IL,Illinois,America/Chicago
New Freeport,New Freeport,PA,Pennsylvania,America/New_York
Olivet,Olivet,SD,South Dakota,America/Chicago
White Earth,White Earth,ND,North Dakota,America/Chicago
Four Points,Four Points,TX,Texas,America/Chicago
Edinburg,Edinburg,MO,Missouri,America/Chicago
Defiance,Defiance,MO,Missouri,America/Chicago
Stockdale,Stockdale,OH,Ohio,America/New_York
Fox,Fox,OK,Oklahoma,America/Chicago
Beaulieu,Beaulieu,MN,Minnesota,America/Chicago
Woodsville,Woodsville,NY,New York,America/New_York
Gibbs,Gibbs,MO,Missouri,America/Chicago
Steele City,Steele City,NE,Nebraska,America/Chicago
Argyle,Argyle,IA,Iowa,America/Chicago
Skedee,Skedee,OK,Oklahoma,America/Chicago
Anthonyville,Anthonyville,AR,Arkansas,America/Chicago
Ritchey,Ritchey,MO,Missouri,America/Chicago
Stratford,Stratford,SD,South Dakota,America/Chicago
Slabtown,Slabtown,PA,Pennsylvania,America/New_York
Coyville,Coyville,KS,Kansas,America/Chicago
New Hope,New Hope,KY,Kentucky,America/New_York
Powersville,Powersville,MO,Missouri,America/Chicago
Rinard,Rinard,IA,Iowa,America/Chicago
Marshfield,Marshfield,IN,Indiana,America/Indiana/Indianapolis
Coalmont,Coalmont,PA,Pennsylvania,America/New_York
Rocky Mound,Rocky Mound,TX,Texas,America/Chicago
Gould,Gould,OK,Oklahoma,America/Chicago
Donaldson,Donaldson,IN,Indiana,America/Indiana/Indianapolis
Greenwich,Greenwich,KS,Kansas,America/Chicago
Jamestown,Jamestown,SC,South Carolina,America/New_York
Golden Acres,Golden Acres,NM,New Mexico,America/Denver
Adona,Adona,AR,Arkansas,America/Chicago
Dazey,Dazey,ND,North Dakota,America/Chicago
Branson,Branson,CO,Colorado,America/Denver
St. Rosa,St. Rosa,MN,Minnesota,America/Chicago
Waukena,Waukena,CA,California,America/Los_Angeles
Greenville,Greenville,IA,Iowa,America/Chicago
Atwood,Atwood,CO,Colorado,America/Denver
Vera Cruz,Vera Cruz,IN,Indiana,America/Indiana/Indianapolis
Excursion Inlet,Excursion Inlet,AK,Alaska,America/Juneau
Nibbe,Nibbe,MT,Montana,America/Denver
Butters,Butters,NC,North Carolina,America/New_York
Pekin,Pekin,ND,North Dakota,America/Chicago
Karlsruhe,Karlsruhe,ND,North Dakota,America/Chicago
La Grange,La Grange,TN,Tennessee,America/Chicago
Slate Springs,Slate Springs,MS,Mississippi,America/Chicago
Mammoth,Mammoth,WY,Wyoming,America/Denver
Magnet,Magnet,NE,Nebraska,America/Chicago
Darwin,Darwin,CA,California,America/Los_Angeles
Sheridan Lake,Sheridan Lake,CO,Colorado,America/Denver
Sheppards Mill,Sheppards Mill,NJ,New Jersey,America/New_York
Pingree,Pingree,ND,North Dakota,America/Chicago
Guion,Guion,AR,Arkansas,America/Chicago
San Acacio,San Acacio,CO,Colorado,America/Denver
Indian Springs,Indian Springs,MD,Maryland,America/New_York
Beyerville,Beyerville,AZ,Arizona,America/Phoenix
Grace City,Grace City,ND,North Dakota,America/Chicago
Ralston,Ralston,IA,Iowa,America/Chicago
Cherry Fork,Cherry Fork,OH,Ohio,America/New_York
Ricketts,Ricketts,IA,Iowa,America/Chicago
Elmdale,Elmdale,KS,Kansas,America/Chicago
Garrison,Garrison,NE,Nebraska,America/Chicago
Ponshewaing,Ponshewaing,MI,Michigan,America/Detroit
Vanderwagen,Vanderwagen,NM,New Mexico,America/Denver
Roy Lake,Roy Lake,MN,Minnesota,America/Chicago
Leaf,Leaf,MS,Mississippi,America/Chicago
Turton,Turton,SD,South Dakota,America/Chicago
Upperville,Upperville,VA,Virginia,America/New_York
Mount Judea,Mount Judea,AR,Arkansas,America/Chicago
Farlington,Farlington,KS,Kansas,America/Chicago
Chelsea,Chelsea,SD,South Dakota,America/Chicago
Logan Creek,Logan Creek,NV,Nevada,America/Los_Angeles
Benedict,Benedict,KS,Kansas,America/Chicago
Fairburn,Fairburn,SD,South Dakota,America/Denver
Paskenta,Paskenta,CA,California,America/Los_Angeles
Seville,Seville,GA,Georgia,America/New_York
Jackson,Jackson,MT,Montana,America/Denver
Tobias,Tobias,NE,Nebraska,America/Chicago
Coffee Creek,Coffee Creek,MT,Montana,America/Denver
Pleasanton,Pleasanton,IA,Iowa,America/Chicago
Tynan,Tynan,TX,Texas,America/Chicago
Hubbell,Hubbell,NE,Nebraska,America/Chicago
Holmesville,Holmesville,NE,Nebraska,America/Chicago
Rockdale Acres,Rockdale Acres,PA,Pennsylvania,America/New_York
Randalia,Randalia,IA,Iowa,America/Chicago
Odanah,Odanah,WI,Wisconsin,America/Chicago
Saverton,Saverton,MO,Missouri,America/Chicago
Point Isabel,Point Isabel,IN,Indiana,America/Indiana/Indianapolis
Cherry Valley,Cherry Valley,PA,Pennsylvania,America/New_York
Centenary,Centenary,IN,Indiana,America/Indiana/Indianapolis
Sailor Springs,Sailor Springs,IL,Illinois,America/Chicago
Soham,Soham,NM,New Mexico,America/Denver
Hidalgo,Hidalgo,IL,Illinois,America/Chicago
Dresden,Dresden,KS,Kansas,America/Chicago
Briarwood,Briarwood,ND,North Dakota,America/Chicago
Kirby,Kirby,WY,Wyoming,America/Denver
Earl,Earl,OK,Oklahoma,America/Chicago
Coy,Coy,AR,Arkansas,America/Chicago
Amargosa,Amargosa,TX,Texas,America/Chicago
Mount Carmel,Mount Carmel,IN,Indiana,America/Indiana/Indianapolis
Jeffers,Jeffers,MT,Montana,America/Denver
Moyers,Moyers,OK,Oklahoma,America/Chicago
Little Valley,Little Valley,CA,California,America/Los_Angeles
Yale,Yale,KS,Kansas,America/Chicago
Montier,Montier,MO,Missouri,America/Chicago
Edgar,Edgar,MT,Montana,America/Denver
Cottage Grove,Cottage Grove,TN,Tennessee,America/Chicago
Philo,Philo,CA,California,America/Los_Angeles
Golden View Colony,Golden View Colony,SD,South Dakota,America/Chicago
Carter,Carter,MT,Montana,America/Denver
Primrose,Primrose,NE,Nebraska,America/Chicago
